Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,TotalScore,PerformanceCategory,StrongestSubject,WeakestSubject,ScoreBalance,HighPerformer,WklyStudyHours_Numeric,SiblingCategory
115,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,57,80.0,73.0,70.0,210.0,Good,Reading,Math,11.789826122551595,0,7.5,One Sibling
116,female,group C,high school,free/reduced,none,married,sometimes,no,2.0,,< 5,44,62.0,53.0,53.0,159.0,Below Average,Reading,Math,9.0,0,2.5,2-3 Siblings
117,male,group B,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,56,50.0,46.0,50.666666666666664,152.0,Below Average,Math,Writing,5.033222956847167,0,2.5,2-3 Siblings
118,male,group D,some high school,standard,none,married,regularly,no,3.0,private,< 5,52,51.0,54.0,52.333333333333336,157.0,Below Average,Writing,Reading,1.5275252316519465,0,2.5,2-3 Siblings
119,female,group D,some high school,free/reduced,none,married,sometimes,yes,5.0,school_bus,< 5,45,54.0,54.0,51.0,153.0,Below Average,Reading,Math,5.196152422706632,0,2.5,4+ Siblings
120,female,group D,bachelor's degree,standard,none,single,regularly,yes,0.0,school_bus,> 10,50,57.0,58.0,55.0,165.0,Below Average,Writing,Math,4.358898943540674,0,12.5,Only Child
121,female,group C,associate's degree,standard,none,divorced,sometimes,no,3.0,,< 5,67,79.0,82.0,76.0,228.0,Good,Writing,Math,7.937253933193772,0,2.5,2-3 Siblings
122,male,group D,high school,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,62,72.0,73.0,69.0,207.0,Average,Writing,Math,6.082762530298219,0,7.5,One Sibling
123,male,,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,64,66.0,62.0,64.0,192.0,Average,Reading,Writing,2.0,0,7.5,One Sibling
124,female,group E,some high school,free/reduced,none,married,regularly,,2.0,private,5 - 10,59,55.0,59.0,57.666666666666664,173.0,Below Average,Math,Reading,2.309401076758503,0,7.5,2-3 Siblings
125,male,group E,master's degree,free/reduced,none,married,sometimes,yes,2.0,,< 5,77,77.0,74.0,76.0,228.0,Good,Math,Writing,1.7320508075688772,0,2.5,2-3 Siblings
126,male,group C,some high school,standard,none,single,regularly,yes,3.0,school_bus,< 5,60,52.0,51.0,54.333333333333336,163.0,Below Average,Math,Writing,4.932882862316248,0,2.5,2-3 Siblings
127,female,group B,master's degree,standard,,married,sometimes,,0.0,private,5 - 10,87,91.0,91.0,89.66666666666667,269.0,Very Good,Reading,Math,2.3094010767585034,1,7.5,Only Child
128,male,group D,master's degree,standard,none,single,sometimes,yes,,private,5 - 10,91,83.0,85.0,86.33333333333333,259.0,Very Good,Math,Reading,4.163331998932265,1,7.5,4+ Siblings
129,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,3.0,private,5 - 10,87,82.0,85.0,84.66666666666667,254.0,Very Good,Math,Reading,2.516611478423583,1,7.5,2-3 Siblings
130,male,group C,high school,standard,none,divorced,regularly,yes,3.0,private,< 5,77,69.0,69.0,71.66666666666667,215.0,Good,Math,Reading,4.618802153517006,0,2.5,2-3 Siblings
131,female,group B,some college,standard,none,divorced,regularly,yes,3.0,school_bus,> 10,74,67.0,74.0,71.66666666666667,215.0,Good,Math,Reading,4.041451884327381,0,12.5,2-3 Siblings
133,male,group A,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,68,61.0,53.0,60.666666666666664,182.0,Average,Math,Writing,7.505553499465135,0,7.5,2-3 Siblings
134,male,group E,some college,free/reduced,completed,married,sometimes,,3.0,school_bus,5 - 10,65,54.0,55.0,58.0,174.0,Below Average,Math,Reading,6.082762530298219,0,7.5,2-3 Siblings
135,female,group D,high school,free/reduced,none,single,never,yes,3.0,school_bus,5 - 10,35,50.0,45.0,43.333333333333336,130.0,Poor,Reading,Math,7.637626158259733,0,7.5,2-3 Siblings
136,female,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,56,65.0,62.0,61.0,183.0,Average,Reading,Math,4.58257569495584,0,7.5,2-3 Siblings
137,male,group C,associate's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,77,78.0,69.0,74.66666666666667,224.0,Good,Reading,Writing,4.932882862316247,0,7.5,2-3 Siblings
138,male,group D,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,> 10,93,82.0,90.0,88.33333333333333,265.0,Very Good,Math,Reading,5.686240703077327,1,12.5,One Sibling
139,female,group D,,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,72,75.0,85.0,77.33333333333333,232.0,Good,Writing,Math,6.8068592855540455,0,12.5,Only Child
140,male,group D,bachelor's degree,free/reduced,none,married,never,no,5.0,private,5 - 10,64,69.0,66.0,66.33333333333333,199.0,Average,Reading,Math,2.516611478423583,0,7.5,4+ Siblings
141,male,,some college,standard,none,single,sometimes,yes,0.0,school_bus,< 5,69,61.0,57.0,62.333333333333336,187.0,Average,Math,Writing,6.110100926607787,0,2.5,Only Child
142,male,group C,associate's degree,standard,completed,single,regularly,,3.0,private,< 5,84,68.0,72.0,74.66666666666667,224.0,Good,Math,Reading,8.326663997864532,0,2.5,2-3 Siblings
143,male,group C,some college,standard,none,married,sometimes,no,4.0,school_bus,< 5,61,64.0,54.0,59.666666666666664,179.0,Below Average,Reading,Writing,5.131601439446884,0,2.5,4+ Siblings
144,male,group D,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,97,86.0,85.0,89.33333333333333,268.0,Very Good,Math,Writing,6.6583281184793925,1,2.5,One Sibling
145,male,group C,some college,standard,none,married,regularly,yes,5.0,private,5 - 10,94,80.0,82.0,85.33333333333333,256.0,Very Good,Math,Reading,7.571877794400366,1,7.5,4+ Siblings
146,female,group C,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,61,76.0,73.0,70.0,210.0,Good,Reading,Math,7.937253933193772,0,7.5,Only Child
147,female,group C,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5,52,55.0,58.0,55.0,165.0,Below Average,Writing,Math,3.0,0,2.5,2-3 Siblings
148,male,group D,bachelor's degree,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,61,68.0,64.0,64.33333333333333,193.0,Average,Reading,Math,3.511884584284246,0,7.5,2-3 Siblings
149,female,group C,some college,standard,none,divorced,regularly,no,3.0,school_bus,< 5,78,68.0,73.0,73.0,219.0,Good,Math,Reading,5.0,0,2.5,2-3 Siblings
150,female,group B,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,57,66.0,68.0,63.666666666666664,191.0,Average,Writing,Math,5.8594652770823155,0,7.5,One Sibling
151,female,,,standard,none,married,sometimes,no,1.0,private,5 - 10,57,74.0,72.0,67.66666666666667,203.0,Average,Reading,Math,9.29157324317757,0,7.5,One Sibling
153,male,group D,high school,free/reduced,none,divorced,regularly,no,3.0,,,73,66.0,63.0,67.33333333333333,202.0,Average,Math,Writing,5.131601439446884,0,,2-3 Siblings
154,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,,school_bus,> 10,54,37.0,40.0,43.666666666666664,131.0,Poor,Math,Reading,9.073771725877465,0,12.5,4+ Siblings
155,male,group E,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,75,63.0,56.0,64.66666666666667,194.0,Average,Math,Writing,9.60902353693305,0,7.5,2-3 Siblings
156,female,group D,some college,standard,completed,single,sometimes,no,4.0,school_bus,5 - 10,59,74.0,73.0,68.66666666666667,206.0,Average,Reading,Math,8.386497083606084,0,7.5,4+ Siblings
157,male,group D,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,99,86.0,86.0,90.33333333333333,271.0,Excellent,Math,Reading,7.505553499465136,1,7.5,One Sibling
158,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,58.0,58.0,59.0,177.0,Below Average,Math,Reading,1.7320508075688772,0,7.5,One Sibling
159,female,group B,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,49,48.0,56.0,51.0,153.0,Below Average,Writing,Reading,4.358898943540674,0,7.5,One Sibling
160,male,group A,master's degree,standard,none,single,sometimes,no,2.0,private,< 5,57,60.0,53.0,56.666666666666664,170.0,Below Average,Reading,Writing,3.511884584284246,0,2.5,2-3 Siblings
161,male,group A,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,64,53.0,53.0,56.666666666666664,170.0,Below Average,Math,Reading,6.3508529610858835,0,7.5,2-3 Siblings
162,female,group A,bachelor's degree,standard,completed,married,regularly,no,3.0,private,> 10,75,89.0,88.0,84.0,252.0,Very Good,Reading,Math,7.810249675906654,1,12.5,2-3 Siblings
163,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,52,60.0,61.0,57.666666666666664,173.0,Below Average,Writing,Math,4.932882862316248,0,7.5,One Sibling
164,female,group B,some high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,60,62.0,63.0,61.666666666666664,185.0,Average,Writing,Math,1.5275252316519465,0,7.5,4+ Siblings
165,male,group E,some high school,standard,none,married,sometimes,yes,0.0,private,< 5,88,79.0,75.0,80.66666666666667,242.0,Very Good,Math,Writing,6.6583281184793925,1,2.5,Only Child
167,female,group C,high school,standard,none,married,never,no,2.0,private,> 10,49,52.0,53.0,51.333333333333336,154.0,Below Average,Writing,Math,2.0816659994661326,0,12.5,2-3 Siblings
168,female,group E,high school,free/reduced,completed,married,sometimes,no,,school_bus,< 5,61,78.0,77.0,72.0,216.0,Good,Reading,Math,9.539392014169456,0,2.5,4+ Siblings
169,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,95,100.0,100.0,98.33333333333333,295.0,Excellent,Reading,Math,2.8867513459481287,1,7.5,2-3 Siblings
170,female,group C,some college,standard,completed,married,sometimes,yes,4.0,private,5 - 10,64,69.0,77.0,70.0,210.0,Good,Writing,Math,6.557438524302,0,7.5,4+ Siblings
171,female,group D,some college,free/reduced,none,married,sometimes,no,4.0,private,,37,45.0,44.0,42.0,126.0,Poor,Reading,Math,4.358898943540674,0,,4+ Siblings
172,male,group C,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,54,52.0,43.0,49.666666666666664,149.0,Poor,Math,Writing,5.8594652770823155,0,2.5,2-3 Siblings
175,male,group D,associate's degree,standard,none,married,regularly,yes,1.0,private,> 10,71,69.0,69.0,69.66666666666667,209.0,Average,Math,Reading,1.1547005383792517,0,12.5,One Sibling
176,female,group C,high school,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,86,98.0,96.0,93.33333333333333,280.0,Excellent,Reading,Math,6.429100507328637,1,7.5,2-3 Siblings
177,male,group D,high school,standard,none,married,regularly,yes,0.0,,> 10,91,81.0,84.0,85.33333333333333,256.0,Very Good,Math,Reading,5.131601439446884,1,12.5,Only Child
178,female,group D,associate's degree,free/reduced,completed,married,sometimes,no,,private,> 10,56,82.0,81.0,73.0,219.0,Good,Reading,Math,14.730919862656235,0,12.5,4+ Siblings
179,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2.0,,5 - 10,79,73.0,68.0,73.33333333333333,220.0,Good,Math,Writing,5.507570547286102,0,7.5,2-3 Siblings
180,male,group B,associate's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,< 5,74,65.0,66.0,68.33333333333333,205.0,Average,Math,Reading,4.932882862316247,0,2.5,2-3 Siblings
181,female,group D,some college,standard,none,married,regularly,yes,,private,5 - 10,74,78.0,84.0,78.66666666666667,236.0,Good,Writing,Math,5.033222956847166,0,7.5,4+ Siblings
182,male,group B,associate's degree,standard,none,single,regularly,no,1.0,private,5 - 10,83,82.0,78.0,81.0,243.0,Very Good,Math,Writing,2.6457513110645907,1,7.5,One Sibling
183,male,group C,bachelor's degree,standard,,single,never,yes,3.0,,< 5,81,72.0,75.0,76.0,228.0,Good,Math,Reading,4.58257569495584,0,2.5,2-3 Siblings
184,male,group C,some college,standard,none,single,sometimes,yes,1.0,private,5 - 10,82,76.0,74.0,77.33333333333333,232.0,Good,Math,Writing,4.163331998932265,0,7.5,One Sibling
185,female,group B,master's degree,free/reduced,none,married,regularly,yes,2.0,private,< 5,52,62.0,58.0,57.333333333333336,172.0,Below Average,Reading,Math,5.033222956847167,0,2.5,2-3 Siblings
186,male,group B,associate's degree,standard,none,married,regularly,yes,3.0,private,< 5,95,82.0,73.0,83.33333333333333,250.0,Very Good,Math,Writing,11.06044001535804,1,2.5,2-3 Siblings
187,male,group D,some college,standard,completed,married,sometimes,yes,,school_bus,< 5,93,94.0,91.0,92.66666666666667,278.0,Excellent,Reading,Writing,1.5275252316519468,1,2.5,4+ Siblings
188,male,group D,high school,standard,completed,married,regularly,no,2.0,,5 - 10,67,57.0,66.0,63.333333333333336,190.0,Average,Math,Reading,5.507570547286102,0,7.5,2-3 Siblings
189,male,,high school,free/reduced,none,single,,yes,1.0,private,> 10,32,38.0,35.0,35.0,105.0,Poor,Reading,Math,3.0,0,12.5,One Sibling
190,male,group E,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,70,71.0,67.0,69.33333333333333,208.0,Average,Reading,Writing,2.081665999466133,0,7.5,One Sibling
191,male,group C,some high school,free/reduced,none,divorced,never,yes,4.0,school_bus,5 - 10,42,33.0,36.0,37.0,111.0,Poor,Math,Reading,4.58257569495584,0,7.5,4+ Siblings
192,female,group E,associate's degree,standard,completed,single,regularly,no,,school_bus,5 - 10,62,66.0,76.0,68.0,204.0,Average,Writing,Math,7.211102550927978,0,7.5,4+ Siblings
193,female,group D,high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,< 5,88,84.0,91.0,87.66666666666667,263.0,Very Good,Writing,Reading,3.511884584284246,1,2.5,2-3 Siblings
194,female,group D,master's degree,standard,none,divorced,sometimes,no,2.0,school_bus,> 10,100,100.0,100.0,100.0,300.0,Excellent,Math,Math,0.0,1,12.5,2-3 Siblings
195,male,,high school,free/reduced,,divorced,never,no,4.0,private,5 - 10,55,62.0,58.0,58.333333333333336,175.0,Below Average,Reading,Math,3.5118845842842465,0,7.5,4+ Siblings
197,female,group C,some high school,standard,completed,single,regularly,yes,5.0,private,< 5,67,81.0,83.0,77.0,231.0,Good,Writing,Math,8.717797887081348,0,2.5,4+ Siblings
198,male,group C,high school,free/reduced,none,married,sometimes,no,1.0,private,< 5,50,57.0,49.0,52.0,156.0,Below Average,Reading,Writing,4.358898943540674,0,2.5,One Sibling
199,male,group E,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,86,83.0,79.0,82.66666666666667,248.0,Very Good,Math,Writing,3.511884584284246,1,7.5,Only Child
200,male,group D,high school,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,75,70.0,75.0,73.33333333333333,220.0,Good,Math,Reading,2.8867513459481287,0,7.5,One Sibling
201,female,,associate's degree,standard,completed,,regularly,yes,2.0,school_bus,< 5,76,82.0,80.0,79.33333333333333,238.0,Good,Reading,Math,3.055050463303893,0,2.5,2-3 Siblings
202,male,group B,,standard,completed,married,regularly,yes,1.0,private,5 - 10,100,100.0,93.0,97.66666666666667,293.0,Excellent,Math,Writing,4.041451884327381,1,7.5,One Sibling
203,female,group D,high school,standard,none,widowed,regularly,no,2.0,school_bus,5 - 10,55,56.0,61.0,57.333333333333336,172.0,Below Average,Writing,Math,3.214550253664318,0,7.5,2-3 Siblings
204,male,group D,high school,free/reduced,none,married,regularly,yes,5.0,private,5 - 10,71,65.0,56.0,64.0,192.0,Average,Math,Writing,7.54983443527075,0,7.5,4+ Siblings
205,male,group C,some college,free/reduced,none,single,regularly,yes,1.0,,5 - 10,83,81.0,71.0,78.33333333333333,235.0,Good,Math,Writing,6.429100507328636,0,7.5,One Sibling
206,female,group C,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,90,100.0,100.0,96.66666666666667,290.0,Excellent,Reading,Math,5.773502691896257,1,7.5,One Sibling
207,female,group D,high school,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,56,73.0,79.0,69.33333333333333,208.0,Average,Writing,Math,11.930353445448855,0,7.5,2-3 Siblings
208,male,group E,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,74,74.0,64.0,70.66666666666667,212.0,Good,Math,Writing,5.773502691896257,0,7.5,One Sibling
209,female,group A,some college,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,60,74.0,68.0,67.33333333333333,202.0,Average,Reading,Math,7.023769168568493,0,7.5,2-3 Siblings
210,female,group C,high school,free/reduced,none,married,sometimes,no,2.0,private,< 5,60,76.0,72.0,69.33333333333333,208.0,Average,Reading,Math,8.326663997864532,0,2.5,2-3 Siblings
211,female,group B,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,59,78.0,70.0,69.0,207.0,Average,Reading,Math,9.539392014169456,0,2.5,2-3 Siblings
212,male,group C,high school,free/reduced,none,divorced,never,no,3.0,private,5 - 10,53,55.0,49.0,52.333333333333336,157.0,Below Average,Reading,Writing,3.055050463303893,0,7.5,2-3 Siblings
213,male,group E,associate's degree,standard,completed,married,,yes,1.0,school_bus,< 5,87,78.0,84.0,83.0,249.0,Very Good,Math,Reading,4.58257569495584,1,2.5,One Sibling
214,male,group E,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,< 5,84,74.0,67.0,75.0,225.0,Good,Math,Writing,8.54400374531753,0,2.5,One Sibling
215,female,group C,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,82,90.0,91.0,87.66666666666667,263.0,Very Good,Writing,Math,4.932882862316247,1,7.5,One Sibling
216,female,group D,master's degree,free/reduced,completed,single,regularly,yes,2.0,private,5 - 10,52,56.0,67.0,58.333333333333336,175.0,Below Average,Writing,Math,7.767453465154029,0,7.5,2-3 Siblings
217,male,group C,some high school,standard,none,divorced,sometimes,yes,6.0,private,> 10,52,52.0,47.0,50.333333333333336,151.0,Below Average,Math,Writing,2.8867513459481287,0,12.5,4+ Siblings
218,female,group C,some high school,standard,none,married,sometimes,,2.0,school_bus,5 - 10,87,90.0,84.0,87.0,261.0,Very Good,Reading,Writing,3.0,1,7.5,2-3 Siblings
219,female,group C,associate's degree,standard,none,divorced,sometimes,yes,4.0,private,< 5,67,85.0,77.0,76.33333333333333,229.0,Good,Reading,Math,9.018499505645789,0,2.5,4+ Siblings
220,female,group C,high school,free/reduced,none,married,regularly,no,1.0,private,> 10,62,61.0,64.0,62.333333333333336,187.0,Average,Writing,Reading,1.5275252316519465,0,12.5,One Sibling
222,male,group A,high school,standard,none,single,sometimes,yes,,,5 - 10,48,38.0,38.0,41.333333333333336,124.0,Poor,Math,Reading,5.773502691896258,0,7.5,4+ Siblings
223,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,3.0,school_bus,< 5,51,65.0,60.0,58.666666666666664,176.0,Below Average,Reading,Math,7.094598884597588,0,2.5,2-3 Siblings
224,female,group E,high school,standard,completed,married,regularly,yes,0.0,private,< 5,81,85.0,82.0,82.66666666666667,248.0,Very Good,Reading,Math,2.0816659994661326,1,2.5,Only Child
