Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
825,male,group C,associate's degree,free/reduced,none,married,regularly,no,5.0,school_bus,5 - 10,37,36.0,32.0
836,female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,4.0,school_bus,> 10,56,74.0,78.0
874,female,group E,some college,standard,none,single,never,no,3.0,school_bus,> 10,57,66.0,62.0
893,male,group C,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,55,62.0,54.0
920,male,group D,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,5 - 10,70,80.0,76.0
961,female,group D,associate's degree,standard,completed,single,never,no,1.0,school_bus,> 10,58,72.0,75.0
43,female,group D,some high school,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,72,82.0,88.0
51,male,group C,high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,80,77.0,79.0
99,male,group B,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,69,68.0,69.0
125,male,group D,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,> 10,63,63.0,57.0
151,female,group B,high school,standard,none,married,sometimes,no,2.0,private,< 5,56,60.0,64.0
164,female,group B,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,81,95.0,100.0
169,female,group B,some high school,standard,none,married,sometimes,no,5.0,school_bus,> 10,46,56.0,52.0
205,female,group C,bachelor's degree,free/reduced,completed,married,regularly,no,4.0,school_bus,5 - 10,87,91.0,100.0
228,female,group B,bachelor's degree,standard,none,single,sometimes,no,4.0,private,5 - 10,53,65.0,68.0
237,female,group C,high school,free/reduced,completed,divorced,regularly,no,2.0,private,5 - 10,79,97.0,93.0
240,female,group C,some high school,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,52,71.0,65.0
247,male,group E,some high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,78.0,70.0
274,male,group D,master's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,85,77.0,83.0
315,male,group D,high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,51,54.0,58.0
326,male,group B,some college,standard,none,married,never,no,3.0,private,5 - 10,38,42.0,38.0
327,male,group E,some college,free/reduced,completed,single,regularly,no,1.0,school_bus,5 - 10,62,44.0,48.0
336,female,group C,associate's degree,standard,completed,single,never,no,1.0,school_bus,5 - 10,73,75.0,79.0
341,male,group B,some college,standard,none,single,regularly,no,1.0,school_bus,5 - 10,64,60.0,58.0
369,male,group C,associate's degree,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,48,54.0,55.0
376,female,group E,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,30,32.0,26.5
439,female,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,75,83.0,77.0
459,male,group C,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,59,52.0,48.0
479,male,group C,associate's degree,standard,none,divorced,regularly,no,5.0,school_bus,< 5,95,85.0,84.0
514,female,group A,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,> 10,46,63.0,56.0
519,male,group A,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,58,68.0,61.0
532,female,group B,some college,standard,none,single,regularly,no,2.0,school_bus,< 5,50,66.0,65.0
540,female,group D,some college,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,54,64.0,64.0
548,male,group E,bachelor's degree,free/reduced,completed,single,never,no,3.0,private,5 - 10,60,64.0,67.0
576,male,group C,some college,standard,completed,divorced,regularly,no,1.0,school_bus,> 10,84,80.0,83.0
584,female,group B,master's degree,standard,none,married,sometimes,no,1.0,private,< 5,77,88.0,88.0
635,male,group C,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,69,69.0,68.0
645,female,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,> 10,77,80.0,75.0
676,female,group B,some college,standard,none,married,regularly,no,2.0,private,5 - 10,81,87.0,92.0
678,male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,71,66.0,66.0
740,male,group B,some college,standard,completed,married,never,no,4.0,school_bus,< 5,77,76.0,79.0
776,female,group E,bachelor's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,67,75.0,76.0
827,male,group C,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,67,57.0,62.0
855,male,group E,high school,free/reduced,completed,single,regularly,no,1.0,private,> 10,67,73.0,72.0
863,female,group C,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,> 10,69,79.0,81.0
870,female,group D,some college,standard,completed,married,sometimes,no,3.0,school_bus,> 10,44,60.0,64.0
919,female,group C,high school,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,68,81.0,84.0
974,male,group C,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,74,86.0,83.0
9,female,group A,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,60,66.0,65.0
93,male,group D,master's degree,standard,completed,married,never,no,1.0,school_bus,5 - 10,96,99.0,99.0
111,female,group B,some college,free/reduced,completed,divorced,regularly,no,3.0,private,< 5,43,68.0,63.0
163,female,group E,high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,82,84.0,82.0
183,male,group B,bachelor's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,40,33.0,41.0
193,female,group A,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,53,61.0,61.0
234,female,group C,some college,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,< 5,67,76.0,78.0
236,male,group E,some college,free/reduced,none,single,regularly,no,2.0,private,< 5,55,58.0,57.0
251,male,group E,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,90,82.0,74.0
259,male,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,61,55.0,53.0
273,female,group D,some high school,standard,none,married,regularly,no,5.0,private,< 5,78,88.0,88.0
292,male,group E,some college,standard,completed,single,regularly,no,3.0,private,5 - 10,98,91.0,87.0
299,male,group A,high school,free/reduced,none,widowed,never,no,2.0,school_bus,5 - 10,45,50.0,39.0
303,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,60,68.0,81.0
345,female,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,65,79.0,84.0
359,male,group D,master's degree,free/reduced,none,single,sometimes,no,2.0,private,> 10,60,55.0,57.0
435,female,group B,some high school,standard,completed,married,sometimes,no,2.0,private,< 5,80,92.0,93.0
443,female,group C,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,63,74.0,74.0
446,male,group B,some college,free/reduced,none,married,never,no,1.0,school_bus,> 10,43,49.0,38.0
477,female,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,46,55.0,57.0
497,male,group D,high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,60,65.0,59.0
535,male,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,60,51.0,50.0
566,male,group B,high school,standard,none,divorced,regularly,no,3.0,private,5 - 10,88,82.0,68.0
588,male,group B,high school,standard,completed,married,sometimes,no,2.0,school_bus,> 10,84,98.0,92.0
608,male,group C,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,42,55.0,51.0
612,male,group D,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,72,74.0,67.0
624,male,group C,some college,standard,completed,married,sometimes,no,1.0,private,< 5,54,39.0,41.0
626,male,group E,some college,free/reduced,completed,married,regularly,no,2.0,private,< 5,68,55.0,65.0
638,male,group C,master's degree,free/reduced,completed,single,sometimes,no,1.0,school_bus,5 - 10,79,82.0,80.0
661,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,> 10,72,71.0,72.0
663,male,group B,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,87,83.0,83.0
668,male,group D,some college,free/reduced,completed,divorced,regularly,no,3.0,school_bus,> 10,53,62.0,56.0
678,male,group C,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,44,56.0,49.0
730,male,group E,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,< 5,71,68.0,69.0
748,female,group C,some college,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,63,71.0,74.0
760,male,group C,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5,73,78.0,79.0
783,female,group D,some college,free/reduced,none,married,regularly,no,1.0,private,< 5,70,75.0,77.0
806,male,group D,master's degree,standard,none,married,sometimes,no,3.0,private,> 10,94,91.0,91.0
873,female,group D,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,5 - 10,42,63.0,63.0
883,female,group A,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,90.0,88.0
893,female,group D,associate's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,62,75.0,75.0
931,female,group C,high school,standard,none,married,sometimes,no,2.0,private,> 10,59,59.0,62.0
948,female,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,61,70.0,74.0
994,male,group C,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,85,80.0,72.0
1,male,group B,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,46,53.0,46.0
10,male,group C,some college,standard,completed,divorced,sometimes,no,5.0,private,5 - 10,69,61.0,67.0
31,female,group C,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,75,85.0,81.0
56,male,group C,associate's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,85,88.0,86.0
68,female,group A,associate's degree,standard,none,widowed,sometimes,no,1.0,school_bus,5 - 10,83,100.0,97.0
84,female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,65,72.0,66.0
91,female,group B,master's degree,standard,completed,single,never,no,2.0,private,5 - 10,88,93.0,97.0
114,male,group C,some college,standard,none,married,sometimes,no,2.0,school_bus,> 10,83,73.0,65.0
140,male,group B,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,94,87.0,82.0
153,female,group C,associate's degree,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,64,90.0,86.0
157,male,group C,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,84,70.0,69.0
159,male,group B,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,< 5,64,68.0,74.0
180,male,group D,some high school,standard,none,divorced,sometimes,no,4.0,private,5 - 10,80,54.0,59.0
211,female,group E,associate's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,79,95.0,87.0
289,female,group D,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,43,50.0,57.0
306,male,group D,high school,standard,completed,divorced,regularly,no,2.0,private,> 10,82,82.0,76.0
326,male,group E,some high school,standard,completed,married,regularly,no,1.0,private,5 - 10,89,74.0,74.0
338,female,group C,some high school,standard,completed,single,sometimes,no,2.0,school_bus,< 5,75,82.0,83.0
350,female,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,55,69.0,74.0
357,female,group B,some college,standard,none,married,sometimes,no,1.0,private,5 - 10,49,51.0,50.0
407,male,group E,master's degree,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,52,33.0,37.0
422,male,group B,high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,63,77.0,66.0
436,male,group D,bachelor's degree,standard,completed,married,regularly,no,2.0,school_bus,> 10,80,67.0,71.0
459,male,group C,associate's degree,standard,none,married,sometimes,no,2.0,private,< 5,79,83.0,81.0
472,female,group C,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,< 5,76,73.0,66.0
475,female,group D,high school,standard,completed,married,regularly,no,2.0,school_bus,> 10,77,82.0,96.0
505,female,group C,some high school,free/reduced,none,married,regularly,no,3.0,private,< 5,36,48.0,46.0
509,female,group D,bachelor's degree,standard,none,married,never,no,1.0,school_bus,< 5,46,51.0,52.0
523,female,group B,associate's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,54,65.0,71.0
540,female,group C,some high school,standard,completed,married,sometimes,no,2.0,school_bus,> 10,71,80.0,81.0
552,male,group E,high school,free/reduced,completed,married,regularly,no,5.0,school_bus,5 - 10,66,68.0,60.0
599,female,group C,some high school,standard,none,single,sometimes,no,3.0,private,5 - 10,51,58.0,55.0
642,female,group C,some college,standard,none,single,never,no,1.0,school_bus,5 - 10,73,77.0,78.0
668,female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,60,67.0,68.0
688,female,group D,some high school,standard,none,married,sometimes,no,4.0,private,< 5,88,87.0,89.0
733,female,group C,high school,standard,completed,married,sometimes,no,1.0,private,< 5,70,86.0,81.0
747,female,group E,master's degree,standard,none,divorced,never,no,4.0,private,< 5,94,97.0,95.0
778,female,group C,some college,standard,completed,single,sometimes,no,2.0,school_bus,< 5,82,93.0,90.0
823,female,group C,some college,standard,none,single,never,no,4.0,school_bus,> 10,58,75.0,74.0
829,female,group B,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,58,66.0,62.0
834,female,group A,some high school,standard,completed,married,regularly,no,1.0,private,< 5,57,67.0,65.0
835,female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,76,77.0,83.0
869,female,group C,associate's degree,standard,none,married,regularly,no,2.0,private,5 - 10,54,69.0,63.0
875,female,group B,some high school,standard,completed,married,regularly,no,1.0,private,> 10,85,91.0,95.0
878,male,group B,some college,standard,completed,divorced,regularly,no,4.0,private,5 - 10,64,53.0,58.0
887,female,group C,high school,standard,none,married,sometimes,no,5.0,private,> 10,57,69.0,67.0
905,male,group A,high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,80,70.0,60.0
911,female,group D,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,59,69.0,68.0
916,female,group C,associate's degree,free/reduced,completed,single,never,no,3.0,private,< 5,66,84.0,78.0
938,female,group D,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,64,77.0,69.0
941,female,group B,high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,51,72.0,70.0
949,female,group B,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,72,83.0,77.0
981,female,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,> 10,54,63.0,64.0
984,female,group D,some college,free/reduced,none,single,sometimes,no,2.0,private,5 - 10,51,58.0,59.0
993,male,group D,some college,standard,completed,married,regularly,no,1.0,private,5 - 10,85,73.0,74.0
24,female,group E,high school,standard,completed,single,sometimes,no,2.0,private,< 5,80,90.0,89.0
45,male,group C,associate's degree,standard,completed,single,sometimes,no,2.0,private,5 - 10,77,74.0,77.0
56,female,group B,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10,55,54.0,60.0
95,male,group C,bachelor's degree,standard,completed,divorced,never,no,1.0,school_bus,5 - 10,87,84.0,80.0
100,male,group C,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,73,72.0,61.0
137,female,group C,master's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,68,76.0,75.0
141,female,group D,associate's degree,standard,completed,divorced,sometimes,no,2.0,private,< 5,96,98.0,98.0
